"chr_name","chr_number","site","FST","chr_length","chr_midpoint","chr_cumulative_length","chr_cumulative_midpoint","site_cumulative"
"chrI",1,3592501,0.0304979,29619991,14809995.5,29619991,14809996,3592501
"chrI",1,3622501,0.0292484,29619991,14809995.5,29619991,14809996,3622501
"chrI",1,3657501,0.0514731,29619991,14809995.5,29619991,14809996,3657501
"chrI",1,3687501,0.00433307,29619991,14809995.5,29619991,14809996,3687501
"chrI",1,3717501,0.0386355,29619991,14809995.5,29619991,14809996,3717501
"chrI",1,3747501,0.0371526,29619991,14809995.5,29619991,14809996,3747501
"chrI",1,3777501,0.0354772,29619991,14809995.5,29619991,14809996,3777501
"chrI",1,3807501,0.0349496,29619991,14809995.5,29619991,14809996,3807501
"chrI",1,3837501,0.0315349,29619991,14809995.5,29619991,14809996,3837501
"chrI",1,3867501,0.0603906,29619991,14809995.5,29619991,14809996,3867501
"chrI",1,3897501,0.00918917,29619991,14809995.5,29619991,14809996,3897501
"chrI",1,3927501,0.00772784,29619991,14809995.5,29619991,14809996,3927501
"chrI",1,3957501,0.0336647,29619991,14809995.5,29619991,14809996,3957501
"chrI",1,3992501,0.0653159,29619991,14809995.5,29619991,14809996,3992501
"chrI",1,4022501,0.0585208,29619991,14809995.5,29619991,14809996,4022501
"chrI",1,4052501,0.0097959,29619991,14809995.5,29619991,14809996,4052501
"chrI",1,4087501,0.00373382,29619991,14809995.5,29619991,14809996,4087501
"chrI",1,4117501,0.0397911,29619991,14809995.5,29619991,14809996,4117501
"chrI",1,4147501,0.108755,29619991,14809995.5,29619991,14809996,4147501
"chrI",1,4177501,0.0304886,29619991,14809995.5,29619991,14809996,4177501
"chrI",1,4207501,0.00778419,29619991,14809995.5,29619991,14809996,4207501
"chrI",1,4237501,0.0226377,29619991,14809995.5,29619991,14809996,4237501
"chrI",1,4267501,0.0435336,29619991,14809995.5,29619991,14809996,4267501
"chrI",1,4297501,0.00797316,29619991,14809995.5,29619991,14809996,4297501
"chrI",1,4327501,0.0429834,29619991,14809995.5,29619991,14809996,4327501
"chrI",1,4357501,0.0124307,29619991,14809995.5,29619991,14809996,4357501
"chrI",1,4387501,0.0885389,29619991,14809995.5,29619991,14809996,4387501
"chrI",1,4417501,0.0660224,29619991,14809995.5,29619991,14809996,4417501
"chrI",1,4447501,0.0481842,29619991,14809995.5,29619991,14809996,4447501
"chrI",1,4477501,0.044962,29619991,14809995.5,29619991,14809996,4477501
"chrI",1,4507501,0.0829282,29619991,14809995.5,29619991,14809996,4507501
"chrI",1,4537501,0.0572845,29619991,14809995.5,29619991,14809996,4537501
"chrI",1,4567501,0.0617431,29619991,14809995.5,29619991,14809996,4567501
"chrI",1,4597501,0.0476088,29619991,14809995.5,29619991,14809996,4597501
"chrI",1,4627501,0.0522899,29619991,14809995.5,29619991,14809996,4627501
"chrI",1,4657501,0.0202053,29619991,14809995.5,29619991,14809996,4657501
"chrI",1,4692501,0.039685,29619991,14809995.5,29619991,14809996,4692501
"chrI",1,4722501,0.0250313,29619991,14809995.5,29619991,14809996,4722501
"chrI",1,4752501,0.103542,29619991,14809995.5,29619991,14809996,4752501
"chrI",1,4782501,0.0537657,29619991,14809995.5,29619991,14809996,4782501
"chrI",1,4812501,0.0199992,29619991,14809995.5,29619991,14809996,4812501
"chrI",1,4842501,0.00109608,29619991,14809995.5,29619991,14809996,4842501
"chrI",1,4872501,0.0916491,29619991,14809995.5,29619991,14809996,4872501
"chrI",1,4902501,0.0243185,29619991,14809995.5,29619991,14809996,4902501
"chrI",1,4932501,0.00859778,29619991,14809995.5,29619991,14809996,4932501
"chrI",1,4962501,0.0255865,29619991,14809995.5,29619991,14809996,4962501
"chrI",1,4992501,0.0630837,29619991,14809995.5,29619991,14809996,4992501
"chrI",1,5022501,0.0239129,29619991,14809995.5,29619991,14809996,5022501
"chrI",1,5052501,0.0715951,29619991,14809995.5,29619991,14809996,5052501
"chrI",1,5082501,0.0702319,29619991,14809995.5,29619991,14809996,5082501
"chrI",1,5112501,0.0162442,29619991,14809995.5,29619991,14809996,5112501
"chrI",1,5142501,0.0909289,29619991,14809995.5,29619991,14809996,5142501
"chrI",1,5172501,0.03615,29619991,14809995.5,29619991,14809996,5172501
"chrI",1,5202501,0.118536,29619991,14809995.5,29619991,14809996,5202501
"chrI",1,5232501,0.0925136,29619991,14809995.5,29619991,14809996,5232501
"chrI",1,5262501,0.0697804,29619991,14809995.5,29619991,14809996,5262501
"chrI",1,5292501,0.0461774,29619991,14809995.5,29619991,14809996,5292501
"chrI",1,5327501,0.0281385,29619991,14809995.5,29619991,14809996,5327501
"chrI",1,5357501,0.0925918,29619991,14809995.5,29619991,14809996,5357501
"chrI",1,5392501,0.072432,29619991,14809995.5,29619991,14809996,5392501
"chrI",1,5422501,0.0442284,29619991,14809995.5,29619991,14809996,5422501
"chrI",1,5452501,0.148549,29619991,14809995.5,29619991,14809996,5452501
"chrI",1,5482501,0.0594077,29619991,14809995.5,29619991,14809996,5482501
"chrI",1,5512501,0.0474519,29619991,14809995.5,29619991,14809996,5512501
"chrI",1,5542501,0.0229564,29619991,14809995.5,29619991,14809996,5542501
"chrI",1,5572501,0.0844011,29619991,14809995.5,29619991,14809996,5572501
"chrI",1,5602501,0.0555536,29619991,14809995.5,29619991,14809996,5602501
"chrI",1,5642501,0.019035,29619991,14809995.5,29619991,14809996,5642501
"chrI",1,5672501,0.0467737,29619991,14809995.5,29619991,14809996,5672501
"chrI",1,5702501,0.0590342,29619991,14809995.5,29619991,14809996,5702501
"chrI",1,5732501,0.0693076,29619991,14809995.5,29619991,14809996,5732501
"chrI",1,5762501,0.0240097,29619991,14809995.5,29619991,14809996,5762501
"chrI",1,5797501,0.0190863,29619991,14809995.5,29619991,14809996,5797501
"chrI",1,5827501,0.018354,29619991,14809995.5,29619991,14809996,5827501
"chrI",1,5857501,0.10107,29619991,14809995.5,29619991,14809996,5857501
"chrI",1,5887501,0.0332618,29619991,14809995.5,29619991,14809996,5887501
"chrI",1,5917501,0.0195599,29619991,14809995.5,29619991,14809996,5917501
"chrI",1,5947501,0.00383625,29619991,14809995.5,29619991,14809996,5947501
"chrI",1,5982501,0.0261554,29619991,14809995.5,29619991,14809996,5982501
"chrI",1,6012501,0.060013,29619991,14809995.5,29619991,14809996,6012501
"chrI",1,6042501,0.0303922,29619991,14809995.5,29619991,14809996,6042501
"chrI",1,6077501,0.0049625,29619991,14809995.5,29619991,14809996,6077501
"chrI",1,6112501,0.0418436,29619991,14809995.5,29619991,14809996,6112501
"chrI",1,6142501,0.0281713,29619991,14809995.5,29619991,14809996,6142501
"chrI",1,6172501,0.0522162,29619991,14809995.5,29619991,14809996,6172501
"chrI",1,6202501,0.0575217,29619991,14809995.5,29619991,14809996,6202501
"chrI",1,6232501,0.0765626,29619991,14809995.5,29619991,14809996,6232501
"chrI",1,6262501,0.0359309,29619991,14809995.5,29619991,14809996,6262501
"chrI",1,6292501,0.0328251,29619991,14809995.5,29619991,14809996,6292501
"chrI",1,6322501,0.0695312,29619991,14809995.5,29619991,14809996,6322501
"chrI",1,6352501,0.0338559,29619991,14809995.5,29619991,14809996,6352501
"chrI",1,6382501,0.0735098,29619991,14809995.5,29619991,14809996,6382501
"chrI",1,6412501,0.0652162,29619991,14809995.5,29619991,14809996,6412501
"chrI",1,6442501,0.0349274,29619991,14809995.5,29619991,14809996,6442501
"chrI",1,6472501,0.116887,29619991,14809995.5,29619991,14809996,6472501
"chrI",1,6502501,0.104209,29619991,14809995.5,29619991,14809996,6502501
"chrI",1,6532501,0.0752221,29619991,14809995.5,29619991,14809996,6532501
"chrI",1,6562501,0.0728757,29619991,14809995.5,29619991,14809996,6562501
"chrI",1,6592501,0.0440532,29619991,14809995.5,29619991,14809996,6592501
"chrI",1,6622501,0.0244359,29619991,14809995.5,29619991,14809996,6622501
"chrI",1,6652501,0.0497159,29619991,14809995.5,29619991,14809996,6652501
"chrI",1,6682501,0.0980472,29619991,14809995.5,29619991,14809996,6682501
"chrI",1,6712501,0.098021,29619991,14809995.5,29619991,14809996,6712501
"chrI",1,6742501,0.0407146,29619991,14809995.5,29619991,14809996,6742501
"chrI",1,6772501,0.0727379,29619991,14809995.5,29619991,14809996,6772501
"chrI",1,6802501,0.0540183,29619991,14809995.5,29619991,14809996,6802501
"chrI",1,6832501,0.0487907,29619991,14809995.5,29619991,14809996,6832501
"chrI",1,6862501,0.146629,29619991,14809995.5,29619991,14809996,6862501
"chrI",1,6892501,0.0458248,29619991,14809995.5,29619991,14809996,6892501
"chrI",1,6922501,0.0903783,29619991,14809995.5,29619991,14809996,6922501
"chrI",1,6952501,0.0647314,29619991,14809995.5,29619991,14809996,6952501
"chrI",1,6982501,0.0817661,29619991,14809995.5,29619991,14809996,6982501
"chrI",1,7012501,0.0301116,29619991,14809995.5,29619991,14809996,7012501
"chrI",1,7042501,0.0362267,29619991,14809995.5,29619991,14809996,7042501
"chrI",1,7072501,0.0964443,29619991,14809995.5,29619991,14809996,7072501
"chrI",1,7102501,0.0272834,29619991,14809995.5,29619991,14809996,7102501
"chrI",1,7132501,0.0849463,29619991,14809995.5,29619991,14809996,7132501
"chrI",1,7162501,0.125547,29619991,14809995.5,29619991,14809996,7162501
"chrI",1,7192501,0.0610262,29619991,14809995.5,29619991,14809996,7192501
"chrI",1,7222501,0.0266786,29619991,14809995.5,29619991,14809996,7222501
"chrI",1,7252501,0.0329782,29619991,14809995.5,29619991,14809996,7252501
"chrI",1,7282501,0.0103248,29619991,14809995.5,29619991,14809996,7282501
"chrI",1,7317501,0.0517576,29619991,14809995.5,29619991,14809996,7317501
"chrI",1,7347501,0.0287295,29619991,14809995.5,29619991,14809996,7347501
"chrI",1,7377501,0.0247401,29619991,14809995.5,29619991,14809996,7377501
"chrI",1,7407501,0.0313728,29619991,14809995.5,29619991,14809996,7407501
"chrI",1,7437501,0.0422655,29619991,14809995.5,29619991,14809996,7437501
"chrI",1,7467501,0.0565172,29619991,14809995.5,29619991,14809996,7467501
"chrI",1,7497501,0.0647564,29619991,14809995.5,29619991,14809996,7497501
"chrI",1,7537501,0.0242686,29619991,14809995.5,29619991,14809996,7537501
"chrI",1,7572501,0.0359775,29619991,14809995.5,29619991,14809996,7572501
"chrI",1,7602501,0.0567745,29619991,14809995.5,29619991,14809996,7602501
"chrI",1,7632501,0.0302827,29619991,14809995.5,29619991,14809996,7632501
"chrI",1,7662501,0.0778879,29619991,14809995.5,29619991,14809996,7662501
"chrI",1,7692501,0.0628682,29619991,14809995.5,29619991,14809996,7692501
"chrI",1,7722501,0.02272,29619991,14809995.5,29619991,14809996,7722501
"chrI",1,7752501,0.0459853,29619991,14809995.5,29619991,14809996,7752501
"chrI",1,7782501,0.0532592,29619991,14809995.5,29619991,14809996,7782501
"chrI",1,7812501,0.0516014,29619991,14809995.5,29619991,14809996,7812501
"chrI",1,7847501,0.011333,29619991,14809995.5,29619991,14809996,7847501
"chrI",1,7877501,0.0209028,29619991,14809995.5,29619991,14809996,7877501
"chrI",1,7922501,0.0161151,29619991,14809995.5,29619991,14809996,7922501
"chrI",1,7967501,0.0167304,29619991,14809995.5,29619991,14809996,7967501
"chrI",1,7997501,0.0108677,29619991,14809995.5,29619991,14809996,7997501
"chrI",1,8027501,0.0176315,29619991,14809995.5,29619991,14809996,8027501
"chrI",1,8057501,0.0835286,29619991,14809995.5,29619991,14809996,8057501
"chrI",1,8087501,0.0254265,29619991,14809995.5,29619991,14809996,8087501
"chrI",1,8117501,0.035979,29619991,14809995.5,29619991,14809996,8117501
"chrI",1,8157501,0.027389,29619991,14809995.5,29619991,14809996,8157501
"chrI",1,8187501,0.159427,29619991,14809995.5,29619991,14809996,8187501
"chrI",1,8217501,0.0563601,29619991,14809995.5,29619991,14809996,8217501
"chrI",1,8247501,0.0272814,29619991,14809995.5,29619991,14809996,8247501
"chrI",1,8277501,0.0144794,29619991,14809995.5,29619991,14809996,8277501
"chrI",1,8312501,0.137466,29619991,14809995.5,29619991,14809996,8312501
"chrI",1,8342501,0.0306132,29619991,14809995.5,29619991,14809996,8342501
"chrI",1,8377501,0.177015,29619991,14809995.5,29619991,14809996,8377501
"chrI",1,8407501,0.0338861,29619991,14809995.5,29619991,14809996,8407501
"chrI",1,8437501,0.078101,29619991,14809995.5,29619991,14809996,8437501
"chrI",1,8467501,0.0453014,29619991,14809995.5,29619991,14809996,8467501
"chrI",1,8507501,0.0405725,29619991,14809995.5,29619991,14809996,8507501
"chrI",1,8537501,0.0536819,29619991,14809995.5,29619991,14809996,8537501
"chrI",1,8567501,0.0282932,29619991,14809995.5,29619991,14809996,8567501
"chrI",1,8597501,0.0260929,29619991,14809995.5,29619991,14809996,8597501
"chrI",1,8632501,0.015883,29619991,14809995.5,29619991,14809996,8632501
"chrI",1,8667501,0.062487,29619991,14809995.5,29619991,14809996,8667501
"chrI",1,8697501,0.0184598,29619991,14809995.5,29619991,14809996,8697501
"chrI",1,8732501,0.0625008,29619991,14809995.5,29619991,14809996,8732501
"chrI",1,8762501,0.0526809,29619991,14809995.5,29619991,14809996,8762501
"chrI",1,8792501,0.0580164,29619991,14809995.5,29619991,14809996,8792501
"chrI",1,8822501,0.108981,29619991,14809995.5,29619991,14809996,8822501
"chrI",1,8857501,0.0678354,29619991,14809995.5,29619991,14809996,8857501
"chrI",1,8887501,0.056204,29619991,14809995.5,29619991,14809996,8887501
"chrI",1,8917501,0.147061,29619991,14809995.5,29619991,14809996,8917501
"chrI",1,8947501,0.101137,29619991,14809995.5,29619991,14809996,8947501
"chrI",1,8977501,0.17055,29619991,14809995.5,29619991,14809996,8977501
"chrI",1,9007501,0.0316882,29619991,14809995.5,29619991,14809996,9007501
"chrI",1,9037501,0.0375444,29619991,14809995.5,29619991,14809996,9037501
"chrI",1,9072501,0.0581305,29619991,14809995.5,29619991,14809996,9072501
"chrI",1,9117501,0.0718334,29619991,14809995.5,29619991,14809996,9117501
"chrI",1,9152501,0.0868898,29619991,14809995.5,29619991,14809996,9152501
"chrI",1,9182501,0.0684346,29619991,14809995.5,29619991,14809996,9182501
"chrI",1,9212501,0.0703745,29619991,14809995.5,29619991,14809996,9212501
"chrI",1,9242501,0.0848629,29619991,14809995.5,29619991,14809996,9242501
"chrI",1,9272501,0.022938,29619991,14809995.5,29619991,14809996,9272501
"chrI",1,9302501,0.0190769,29619991,14809995.5,29619991,14809996,9302501
"chrI",1,9332501,0.0298748,29619991,14809995.5,29619991,14809996,9332501
"chrI",1,9362501,0.0278129,29619991,14809995.5,29619991,14809996,9362501
"chrI",1,9397501,0.0498236,29619991,14809995.5,29619991,14809996,9397501
"chrI",1,9427501,0.0116166,29619991,14809995.5,29619991,14809996,9427501
"chrI",1,9457501,0.0362931,29619991,14809995.5,29619991,14809996,9457501
"chrI",1,9487501,0.0256978,29619991,14809995.5,29619991,14809996,9487501
"chrI",1,9527501,0.0269794,29619991,14809995.5,29619991,14809996,9527501
"chrI",1,9557501,0.0141564,29619991,14809995.5,29619991,14809996,9557501
"chrI",1,9587501,0.0565151,29619991,14809995.5,29619991,14809996,9587501
"chrI",1,9617501,0.0446196,29619991,14809995.5,29619991,14809996,9617501
"chrI",1,9647501,0.0773921,29619991,14809995.5,29619991,14809996,9647501
"chrI",1,9677501,0.0224528,29619991,14809995.5,29619991,14809996,9677501
"chrI",1,9707501,0.0263938,29619991,14809995.5,29619991,14809996,9707501
"chrI",1,9737501,0.0280207,29619991,14809995.5,29619991,14809996,9737501
"chrI",1,9767501,0.0346594,29619991,14809995.5,29619991,14809996,9767501
"chrI",1,9802501,0.0216564,29619991,14809995.5,29619991,14809996,9802501
"chrI",1,9842501,0.010628,29619991,14809995.5,29619991,14809996,9842501
"chrI",1,9872501,0.154844,29619991,14809995.5,29619991,14809996,9872501
"chrI",1,9912501,0.0994403,29619991,14809995.5,29619991,14809996,9912501
"chrI",1,9942501,0.0378575,29619991,14809995.5,29619991,14809996,9942501
"chrI",1,9972501,0.085979,29619991,14809995.5,29619991,14809996,9972501
"chrI",1,10002501,0.0815476,29619991,14809995.5,29619991,14809996,10002501
"chrI",1,10032501,0.0595497,29619991,14809995.5,29619991,14809996,10032501
"chrI",1,10062501,0.0484014,29619991,14809995.5,29619991,14809996,10062501
"chrI",1,10092501,0.0527448,29619991,14809995.5,29619991,14809996,10092501
"chrI",1,10122501,0.0115846,29619991,14809995.5,29619991,14809996,10122501
"chrI",1,10152501,0.0589726,29619991,14809995.5,29619991,14809996,10152501
"chrI",1,10182501,0.0478681,29619991,14809995.5,29619991,14809996,10182501
"chrI",1,10212501,0.0324675,29619991,14809995.5,29619991,14809996,10212501
"chrI",1,10247501,0.0163628,29619991,14809995.5,29619991,14809996,10247501
"chrI",1,10277501,0.0243603,29619991,14809995.5,29619991,14809996,10277501
"chrI",1,10307501,0.00661178,29619991,14809995.5,29619991,14809996,10307501
"chrI",1,10347501,0.0580873,29619991,14809995.5,29619991,14809996,10347501
"chrI",1,10377501,0.0320178,29619991,14809995.5,29619991,14809996,10377501
"chrI",1,10407501,0.0396358,29619991,14809995.5,29619991,14809996,10407501
"chrI",1,10437501,0.0398032,29619991,14809995.5,29619991,14809996,10437501
"chrI",1,10467501,0.0385553,29619991,14809995.5,29619991,14809996,10467501
"chrI",1,10497501,0.00448678,29619991,14809995.5,29619991,14809996,10497501
"chrI",1,10527501,0.00644364,29619991,14809995.5,29619991,14809996,10527501
"chrI",1,10557501,0.0241715,29619991,14809995.5,29619991,14809996,10557501
"chrI",1,10587501,0.0161689,29619991,14809995.5,29619991,14809996,10587501
"chrI",1,10617501,0.0244673,29619991,14809995.5,29619991,14809996,10617501
"chrI",1,10652501,0.0780107,29619991,14809995.5,29619991,14809996,10652501
"chrI",1,10682501,0.0121701,29619991,14809995.5,29619991,14809996,10682501
"chrI",1,10717501,0.0178743,29619991,14809995.5,29619991,14809996,10717501
"chrI",1,10747501,0.0117369,29619991,14809995.5,29619991,14809996,10747501
"chrI",1,10777501,0.119901,29619991,14809995.5,29619991,14809996,10777501
"chrI",1,10807501,0.0327646,29619991,14809995.5,29619991,14809996,10807501
"chrI",1,10837501,0.0424589,29619991,14809995.5,29619991,14809996,10837501
"chrI",1,10867501,0.098605,29619991,14809995.5,29619991,14809996,10867501
"chrI",1,10897501,0.053021,29619991,14809995.5,29619991,14809996,10897501
"chrI",1,10927501,0.0658254,29619991,14809995.5,29619991,14809996,10927501
"chrI",1,10957501,0.0491344,29619991,14809995.5,29619991,14809996,10957501
"chrI",1,10987501,0.0522192,29619991,14809995.5,29619991,14809996,10987501
"chrI",1,11017501,0.0343971,29619991,14809995.5,29619991,14809996,11017501
"chrI",1,11047501,0.0127175,29619991,14809995.5,29619991,14809996,11047501
"chrI",1,11102501,0.0273741,29619991,14809995.5,29619991,14809996,11102501
"chrI",1,11147501,0.000379306,29619991,14809995.5,29619991,14809996,11147501
"chrI",1,11182501,0.0175561,29619991,14809995.5,29619991,14809996,11182501
"chrI",1,11217501,0.0239843,29619991,14809995.5,29619991,14809996,11217501
"chrI",1,11247501,0.0516196,29619991,14809995.5,29619991,14809996,11247501
